tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z
2.6882726e-001,-2.03E-02,-9.65E-02,-9.95E-01,-9.87E-01,-9.70E-01
2.7553642e-001,-1.88E-02,-1.05E-01,-9.93E-01,-9.85E-01,-9.66E-01
2.7996743e-001,-1.33E-02,-1.21E-01,-9.93E-01,-9.88E-01,-9.76E-01
2.6927465e-001,-1.91E-02,-1.02E-01,-9.93E-01,-9.84E-01,-9.72E-01
2.7891706e-001,-1.62E-02,-1.09E-01,-9.92E-01,-9.81E-01,-9.69E-01
2.9498585e-001,-9.30E-03,-1.31E-01,-9.94E-01,-9.87E-01,-9.80E-01
2.7573948e-001,-2.00E-02,-1.03E-01,-9.87E-01,-9.72E-01,-9.52E-01
2.6223937e-001,-2.50E-02,-8.40E-02,-9.94E-01,-9.89E-01,-9.85E-01
2.8088898e-001,-1.46E-02,-1.14E-01,-9.93E-01,-9.88E-01,-9.72E-01
2.9821110e-001,-6.70E-03,-1.37E-01,-9.94E-01,-9.93E-01,-9.88E-01
2.9816433e-001,-8.37E-03,-1.30E-01,-9.95E-01,-9.86E-01,-9.77E-01
2.6530158e-001,-2.15E-02,-9.05E-02,-9.86E-01,-9.76E-01,-9.55E-01
2.4772669e-001,-2.83E-02,-7.85E-02,-9.93E-01,-9.93E-01,-9.78E-01
2.6716620e-001,-2.27E-02,-9.94E-02,-9.92E-01,-9.88E-01,-9.87E-01
2.8283645e-001,-1.13E-02,-1.24E-01,-9.89E-01,-9.71E-01,-9.66E-01
2.3999177e-001,-1.31E-02,-1.36E-01,-3.59E-01,3.1336576e-002,-3.85E-01
2.8901228e-001,-7.09E-03,-1.22E-01,-3.07E-01,7.4440300e-002,-3.22E-01
3.0274825e-001,-1.89E-02,-1.30E-01,-2.95E-01,6.1636117e-002,-3.18E-01
2.7589673e-001,-4.11E-02,-1.26E-01,-2.89E-01,-3.96E-03,-3.40E-01
2.5468956e-001,-3.69E-02,-1.22E-01,-2.98E-01,-2.88E-02,-3.56E-01
3.0269794e-001,-2.81E-02,-1.22E-01,-2.80E-01,-2.20E-03,-3.80E-01
3.1765310e-001,-1.52E-02,-1.28E-01,-2.76E-01,-4.21E-02,-3.57E-01
2.7253218e-001,-2.73E-02,-1.33E-01,-3.18E-01,-6.69E-02,-3.54E-01
2.5110837e-001,-1.04E-02,-7.09E-02,-3.28E-01,-4.73E-02,-3.95E-01
2.3655930e-001,-1.20E-02,-9.76E-02,-3.26E-01,-6.31E-02,-3.75E-01
2.4395723e-001,2.7397577e-003,-8.93E-02,-3.13E-01,-2.56E-02,-3.51E-01
2.3995369e-001,-1.48E-02,-5.36E-02,-3.05E-01,1.9941370e-002,-2.95E-01
2.4992357e-001,-1.86E-02,-8.74E-02,-3.24E-01,2.8172859e-002,-2.69E-01
2.5965798e-001,-8.51E-04,-1.17E-01,-3.44E-01,4.6530592e-004,-2.97E-01
2.8099416e-001,-2.98E-02,-1.22E-01,-3.49E-01,-5.35E-02,-3.78E-01
2.5309226e-001,-1.18E-02,-2.08E-01,-2.90E-01,-2.51E-02,-3.29E-01
2.9125821e-001,-5.80E-03,-1.31E-01,-2.19E-01,-2.24E-02,-2.95E-01
3.3064215e-001,-1.59E-02,-1.29E-01,-1.99E-01,2.7542797e-002,-3.13E-01
3.3663319e-001,-3.77E-02,-1.45E-01,-2.45E-01,-1.12E-02,-3.76E-01
2.9322852e-001,-2.51E-02,-1.16E-01,-2.50E-01,-3.58E-02,-3.51E-01
2.0175496e-001,-1.67E-02,-9.64E-02,-2.16E-01,-2.69E-02,-2.95E-01
1.8547414e-001,-4.62E-03,-5.98E-02,-2.03E-01,-1.09E-02,-2.83E-01
3.3313380e-001,-8.78E-03,-2.74E-02,-2.20E-01,8.6982130e-003,-2.50E-01
3.9303601e-001,-3.55E-02,-9.69E-02,-2.16E-01,2.3865687e-002,-2.51E-01
2.8979493e-001,-3.55E-02,-1.50E-01,-2.32E-01,-6.41E-03,-3.38E-01
2.2574628e-001,-1.33E-02,-1.19E-01,-2.37E-01,-1.25E-02,-3.16E-01
1.8449832e-001,-2.27E-02,-1.33E-01,-2.15E-01,2.1660107e-002,-2.98E-01
2.3644688e-001,-1.36E-02,-1.42E-01,-2.52E-01,2.3282466e-002,-3.32E-01
3.1367978e-001,1.3491073e-002,-9.46E-02,-3.01E-01,1.7371144e-002,-3.45E-01
2.4626057e-001,-4.44E-03,-1.18E-01,4.9777394e-002,-5.38E-02,-4.50E-01
3.7479248e-001,-3.60E-02,-1.23E-01,1.7025714e-001,3.9819343e-002,-5.13E-01
2.9044213e-001,-3.94E-02,-9.82E-02,1.4003340e-001,8.2858317e-002,-5.07E-01
2.9116576e-001,-1.70E-02,-8.72E-02,2.0676808e-001,-1.02E-02,-4.42E-01
3.9640314e-001,-2.33E-02,-1.08E-01,1.6787433e-001,4.6921363e-004,-4.17E-01
2.0775787e-001,-8.38E-03,-9.83E-02,7.2484092e-002,-1.10E-03,-4.39E-01
2.2531232e-001,-9.39E-03,-1.01E-01,2.1924009e-001,3.1099826e-002,-4.76E-01
3.3276931e-001,-4.48E-02,-1.19E-01,2.0743803e-001,3.5956772e-002,-5.28E-01
4.1298227e-001,3.0894166e-002,7.0882118e-002,2.6941412e-001,-3.53E-02,-4.10E-01
3.6273821e-001,2.5034438e-002,-1.03E-01,2.7667026e-001,8.6769130e-002,-4.54E-01
2.6716294e-001,-5.07E-02,-1.35E-01,1.8760495e-001,2.2718712e-001,-4.45E-01
2.3442384e-001,-6.20E-02,-4.71E-02,1.7450601e-001,1.3067867e-001,-3.93E-01
2.4102529e-001,-1.08E-02,-9.54E-02,1.5796478e-001,8.0587984e-002,-3.92E-01
2.8927922e-001,-1.72E-02,-1.69E-01,1.9313156e-001,2.1208057e-001,-4.25E-01
2.7141976e-001,5.4226037e-003,-1.26E-01,3.0487880e-001,1.3836446e-001,-4.61E-01
2.2506213e-001,-7.45E-02,-6.93E-02,-1.00E-01,-6.45E-02,-3.17E-01
1.0192897e-001,-9.71E-03,-5.70E-02,-4.64E-02,8.1569411e-003,-4.20E-01
2.7937969e-001,-5.40E-02,-5.82E-02,-1.30E-01,1.5019888e-001,-4.22E-01
3.9729000e-001,-3.00E-02,-9.78E-02,-1.12E-01,2.0908170e-001,-4.32E-01
2.8209647e-001,-7.60E-03,-1.37E-01,-1.30E-01,8.7158324e-002,-4.15E-01
2.0879354e-001,-6.31E-02,-1.80E-01,-2.13E-01,9.9898818e-002,-3.99E-01
2.6314515e-001,-3.14E-04,-1.34E-01,-2.45E-01,6.1707791e-002,-3.95E-01
2.4824221e-001,9.3483346e-003,-9.90E-02,-2.02E-01,-3.25E-02,-4.47E-01
1.8502913e-001,-3.41E-02,-1.04E-01,-9.95E-02,9.9960462e-003,-4.38E-01
1.1633450e-001,-2.15E-02,-1.37E-01,-4.83E-02,-3.45E-02,-4.15E-01
2.6216892e-001,-3.68E-02,-1.50E-01,2.8531412e-002,1.9104145e-001,-3.87E-01
3.8653511e-001,-4.36E-02,-1.71E-01,1.6475273e-002,1.3316562e-001,-3.34E-01
3.6307642e-001,-5.16E-03,-1.22E-01,-2.89E-02,8.5773043e-002,-3.71E-01
3.0387694e-001,-2.98E-02,-7.54E-02,-3.41E-02,1.3784753e-001,-4.10E-01
2.0605343e-001,-1.86E-03,-1.23E-01,-9.33E-02,2.6388128e-002,-3.98E-01
1.3622696e-001,1.7165033e-002,-8.21E-02,-8.97E-02,-8.66E-02,-3.85E-01
1.9755486e-001,-5.22E-02,-1.25E-01,2.7717677e-003,6.6306839e-002,-3.98E-01
1.0417428e-001,-4.84E-02,-1.40E-01,1.2522840e-001,2.1624122e-002,-4.16E-01
2.0308516e-001,-2.76E-02,-1.26E-01,3.9416262e-002,1.7027818e-001,-3.53E-01
3.6801717e-001,-2.13E-02,-1.32E-01,-5.06E-02,1.2373029e-001,-3.00E-01
4.2578925e-001,-3.03E-03,-1.34E-01,2.4875757e-004,7.5415156e-002,-3.48E-01
3.1994184e-001,-4.08E-02,-1.29E-01,-4.81E-02,1.9224088e-001,-3.46E-01
3.3078684e-001,3.0882008e-003,-1.19E-01,-3.12E-02,1.5393784e-001,-3.48E-01
2.8639875e-001,3.0293786e-002,-1.09E-01,1.8471814e-003,-4.58E-02,-3.97E-01
3.9480719e-001,3.4098320e-002,9.1229249e-002,8.8489099e-002,-1.07E-01,-3.89E-01
3.9190515e-001,-2.15E-02,1.3039650e-002,2.7378031e-001,-1.16E-01,-4.31E-01
1.5491386e-001,-4.30E-02,-8.49E-02,1.7323390e-001,5.7912773e-002,-3.86E-01
3.3871003e-001,-6.36E-02,-1.51E-01,2.4173400e-001,2.0140059e-001,-3.11E-01
3.5198792e-001,-1.35E-02,-1.24E-01,2.1169125e-001,6.2378541e-002,-3.81E-01
2.8566272e-001,-1.66E-02,-1.10E-01,1.9275916e-001,1.4066687e-001,-4.35E-01
2.0993407e-001,-2.62E-02,-8.78E-02,3.7236267e-001,1.6694177e-001,-3.59E-01
2.9331611e-001,-1.35E-02,-1.08E-01,3.5002084e-001,7.4914763e-003,-3.36E-01
2.7071336e-001,-2.71E-02,-1.39E-01,-9.67E-01,-8.95E-01,-8.68E-01
2.7194426e-001,-4.59E-02,-1.26E-01,-9.91E-01,-9.51E-01,-9.14E-01
2.8444444e-001,-2.86E-02,-1.71E-01,-9.87E-01,-9.42E-01,-9.39E-01
2.8057758e-001,-1.53E-02,-1.24E-01,-9.87E-01,-9.34E-01,-8.96E-01
2.7338334e-001,-1.35E-02,-8.74E-02,-9.93E-01,-9.62E-01,-9.46E-01
2.8075099e-001,-1.63E-02,-1.04E-01,-9.96E-01,-9.85E-01,-9.68E-01
2.7847030e-001,-1.54E-02,-9.17E-02,-9.95E-01,-9.82E-01,-9.67E-01
2.7601503e-001,-1.60E-02,-9.95E-02,-9.96E-01,-9.81E-01,-9.61E-01
2.8021220e-001,-9.87E-03,-1.07E-01,-9.98E-01,-9.75E-01,-9.77E-01
2.7869596e-001,-3.47E-03,-8.77E-02,-9.98E-01,-9.79E-01,-9.86E-01
2.7734395e-001,-1.08E-02,-9.38E-02,-9.98E-01,-9.77E-01,-9.78E-01
2.7676227e-001,-2.07E-02,-1.08E-01,-9.97E-01,-9.89E-01,-9.90E-01
2.7799095e-001,-1.92E-02,-1.13E-01,-9.97E-01,-9.83E-01,-9.87E-01
2.7635049e-001,-1.78E-02,-1.08E-01,-9.97E-01,-9.86E-01,-9.86E-01
2.7459656e-001,-2.15E-02,-1.10E-01,-9.97E-01,-9.94E-01,-9.83E-01
2.7862796e-001,-2.10E-02,-1.26E-01,-9.98E-01,-9.82E-01,-9.85E-01
2.8014201e-001,-1.32E-02,-1.08E-01,-9.97E-01,-9.17E-01,-9.61E-01
2.8363519e-001,-3.19E-03,-1.12E-01,-9.92E-01,-9.09E-01,-9.39E-01
2.8673445e-001,-4.70E-03,-1.25E-01,-9.92E-01,-9.46E-01,-9.46E-01
2.8133218e-001,-7.45E-03,-9.73E-02,-9.97E-01,-9.69E-01,-9.61E-01
3.2515866e-001,4.6078587e-002,-9.13E-02,-9.39E-01,-7.42E-01,-8.58E-01
2.6935172e-001,-2.37E-02,-1.11E-01,-9.54E-01,-7.57E-01,-9.08E-01
2.6410590e-001,-3.86E-02,-9.84E-02,-9.79E-01,-8.76E-01,-9.58E-01
2.7924464e-001,-1.15E-02,-9.92E-02,-9.96E-01,-9.60E-01,-9.87E-01
2.7814462e-001,-1.22E-02,-1.01E-01,-9.88E-01,-9.51E-01,-9.83E-01
2.7296338e-001,-2.43E-02,-1.05E-01,-9.87E-01,-9.56E-01,-9.81E-01
2.7652124e-001,-1.82E-02,-1.09E-01,-9.94E-01,-9.68E-01,-9.91E-01
2.7902435e-001,-1.16E-02,-1.05E-01,-9.96E-01,-9.84E-01,-9.86E-01
2.8077421e-001,-1.65E-02,-1.16E-01,-9.98E-01,-9.83E-01,-9.74E-01
2.7984668e-001,-1.57E-02,-1.14E-01,-9.99E-01,-9.89E-01,-9.71E-01
2.7776100e-001,-1.25E-02,-9.76E-02,-9.99E-01,-9.97E-01,-9.86E-01
2.7735518e-001,-1.95E-02,-1.09E-01,-9.98E-01,-9.84E-01,-9.90E-01
2.7551520e-001,-2.25E-02,-1.10E-01,-9.98E-01,-9.89E-01,-9.88E-01
2.7601199e-001,-1.65E-02,-9.96E-02,-9.96E-01,-9.80E-01,-9.89E-01
2.7410584e-001,-2.30E-02,-1.04E-01,-9.94E-01,-9.69E-01,-9.81E-01
2.7203402e-001,-2.68E-02,-1.18E-01,-9.96E-01,-9.84E-01,-9.80E-01
2.7400800e-001,-2.42E-02,-1.22E-01,-9.96E-01,-9.89E-01,-9.89E-01
2.7821041e-001,-1.97E-02,-1.15E-01,-9.96E-01,-9.83E-01,-9.93E-01
2.7861446e-001,-1.38E-02,-1.06E-01,-9.97E-01,-9.96E-01,-9.90E-01
2.8178363e-001,-8.24E-03,-9.63E-02,-9.97E-01,-9.81E-01,-9.91E-01
2.8176434e-001,-9.27E-03,-1.04E-01,-9.96E-01,-9.78E-01,-9.81E-01
2.1523208e-001,-2.58E-02,-1.24E-01,-8.65E-01,-7.71E-01,-8.66E-01
3.0337735e-001,-2.70E-02,-1.16E-01,-9.68E-01,-9.21E-01,-9.50E-01
2.3759828e-001,-2.15E-02,-7.86E-02,-9.80E-01,-9.57E-01,-9.60E-01
2.3211799e-001,-2.94E-02,-6.89E-02,-9.81E-01,-9.69E-01,-9.65E-01
2.6213160e-001,-2.31E-02,-9.21E-02,-9.84E-01,-9.77E-01,-9.67E-01
2.7830634e-001,-1.97E-02,-1.08E-01,-9.82E-01,-9.73E-01,-9.71E-01
2.9228038e-001,-1.87E-02,-1.10E-01,-9.81E-01,-9.80E-01,-9.75E-01
2.8847983e-001,-1.92E-02,-1.12E-01,-9.83E-01,-9.84E-01,-9.80E-01
2.7769276e-001,-1.85E-02,-1.09E-01,-9.87E-01,-9.85E-01,-9.82E-01
2.7825931e-001,-1.79E-02,-1.06E-01,-9.86E-01,-9.88E-01,-9.85E-01
2.7743154e-001,-1.76E-02,-1.09E-01,-9.87E-01,-9.88E-01,-9.89E-01
2.8480664e-001,-1.83E-02,-1.15E-01,-9.88E-01,-9.90E-01,-9.90E-01
2.7798303e-001,-1.61E-02,-1.07E-01,-9.88E-01,-9.92E-01,-9.81E-01
2.6918595e-001,-1.58E-02,-1.02E-01,-9.89E-01,-9.91E-01,-9.79E-01
2.7342926e-001,-1.79E-02,-1.07E-01,-9.91E-01,-9.89E-01,-9.82E-01
2.8023240e-001,-1.73E-02,-1.10E-01,-9.91E-01,-9.90E-01,-9.91E-01
2.7891846e-001,-1.73E-02,-1.09E-01,-9.88E-01,-9.92E-01,-9.87E-01
2.7281507e-001,-1.78E-02,-1.04E-01,-9.89E-01,-9.94E-01,-9.87E-01
2.7389291e-001,-1.73E-02,-1.07E-01,-9.89E-01,-9.90E-01,-9.88E-01
3.2880554e-001,-4.56E-02,-1.79E-01,-8.85E-01,-8.11E-01,-6.62E-01
2.5374584e-001,-4.91E-03,-7.88E-02,-9.75E-01,-9.74E-01,-9.29E-01
2.4883758e-001,1.0952247e-002,-9.91E-02,-9.62E-01,-9.20E-01,-9.21E-01
1.9100831e-001,1.8855808e-002,-4.16E-02,-9.56E-01,-8.91E-01,-8.96E-01
2.4669747e-001,-2.25E-02,-6.57E-02,-9.43E-01,-8.59E-01,-8.82E-01
3.2159233e-001,-4.16E-02,-1.35E-01,-9.79E-01,-9.24E-01,-9.46E-01
2.9054978e-001,-1.94E-02,-1.21E-01,-9.71E-01,-9.50E-01,-9.37E-01
2.4197898e-001,1.0761930e-002,-9.75E-02,-9.77E-01,-9.38E-01,-9.54E-01
2.6417402e-001,6.2438472e-003,-1.18E-01,-9.74E-01,-9.28E-01,-9.50E-01
2.7666593e-001,-1.68E-02,-1.05E-01,-9.84E-01,-9.68E-01,-9.41E-01
2.7435535e-001,-2.69E-02,-9.02E-02,-9.84E-01,-9.66E-01,-9.63E-01
2.7424896e-001,-1.90E-02,-1.02E-01,-9.84E-01,-9.50E-01,-9.81E-01
2.7646421e-001,-1.33E-02,-1.12E-01,-9.84E-01,-9.72E-01,-9.73E-01
2.7642820e-001,-1.50E-02,-1.11E-01,-9.83E-01,-9.74E-01,-9.70E-01
2.7336103e-001,-1.26E-02,-1.10E-01,-9.82E-01,-9.72E-01,-9.68E-01
2.7029480e-001,-1.41E-02,-1.03E-01,-9.81E-01,-9.68E-01,-9.60E-01
2.6761043e-001,-1.55E-02,-1.01E-01,-9.81E-01,-9.68E-01,-9.62E-01
2.7679284e-001,-1.34E-02,-1.08E-01,-9.84E-01,-9.69E-01,-9.69E-01
2.6349230e-001,-2.80E-02,-6.98E-02,-9.92E-01,-8.52E-01,-9.13E-01
2.6748396e-001,-8.19E-03,-1.11E-01,-9.94E-01,-9.57E-01,-9.92E-01
2.7506697e-001,-1.88E-02,-1.07E-01,-9.93E-01,-9.79E-01,-9.95E-01
2.7641381e-001,-1.83E-02,-1.06E-01,-9.91E-01,-9.83E-01,-9.95E-01
2.7380969e-001,-1.82E-02,-1.08E-01,-9.92E-01,-9.89E-01,-9.96E-01
2.8281437e-001,-1.67E-02,-1.10E-01,-9.94E-01,-9.74E-01,-9.88E-01
2.7466910e-001,-1.83E-02,-1.07E-01,-9.91E-01,-9.70E-01,-9.78E-01
2.7028726e-001,-1.64E-02,-1.12E-01,-9.88E-01,-9.65E-01,-9.75E-01
2.8259329e-001,-1.47E-02,-1.13E-01,-9.89E-01,-9.68E-01,-9.80E-01
2.8208551e-001,-1.78E-02,-1.07E-01,-9.93E-01,-9.86E-01,-9.87E-01
2.8085100e-001,-1.85E-02,-1.07E-01,-9.94E-01,-9.88E-01,-9.90E-01
2.7830913e-001,-1.73E-02,-1.07E-01,-9.92E-01,-9.84E-01,-9.86E-01
2.7804002e-001,-1.81E-02,-1.05E-01,-9.92E-01,-9.78E-01,-9.83E-01
2.7799455e-001,-1.75E-02,-1.07E-01,-9.94E-01,-9.80E-01,-9.88E-01
2.7160059e-001,-1.60E-02,-1.08E-01,-9.94E-01,-9.86E-01,-9.93E-01
2.7160385e-001,-1.71E-02,-1.08E-01,-9.95E-01,-9.87E-01,-9.91E-01
2.8070018e-001,-1.87E-02,-1.12E-01,-9.95E-01,-9.90E-01,-9.92E-01
2.7926001e-001,-1.81E-02,-1.07E-01,-9.94E-01,-9.91E-01,-9.93E-01
2.7447329e-001,-1.60E-02,-1.05E-01,-9.95E-01,-9.92E-01,-9.90E-01
2.8170541e-001,-1.64E-02,-1.10E-01,-9.95E-01,-9.91E-01,-9.89E-01
2.8428066e-001,-1.70E-02,-1.09E-01,-9.95E-01,-9.95E-01,-9.94E-01
2.8808949e-001,-2.45E-02,-9.56E-02,-9.47E-01,-8.36E-01,-8.95E-01
2.6783805e-001,-2.60E-02,-9.90E-02,-9.82E-01,-9.41E-01,-9.56E-01
2.8316945e-001,-9.93E-03,-1.17E-01,-9.87E-01,-9.87E-01,-9.83E-01
2.6167350e-001,-1.78E-02,-1.03E-01,-9.88E-01,-9.82E-01,-9.84E-01
2.6154755e-001,-1.96E-02,-1.05E-01,-9.92E-01,-9.90E-01,-9.86E-01
2.6737534e-001,-1.79E-02,-1.12E-01,-9.92E-01,-9.93E-01,-9.92E-01
2.6798135e-001,-1.83E-02,-1.07E-01,-9.91E-01,-9.90E-01,-9.90E-01
2.7263553e-001,-1.76E-02,-1.06E-01,-9.94E-01,-9.95E-01,-9.91E-01
2.7785866e-001,-1.72E-02,-1.06E-01,-9.93E-01,-9.97E-01,-9.96E-01
2.7736678e-001,-1.56E-02,-1.12E-01,-9.93E-01,-9.94E-01,-9.93E-01
2.8222294e-001,-1.56E-02,-1.15E-01,-9.92E-01,-9.94E-01,-9.91E-01
2.7857883e-001,-1.73E-02,-1.04E-01,-9.90E-01,-9.94E-01,-9.86E-01
2.7129418e-001,-1.80E-02,-1.06E-01,-9.95E-01,-9.95E-01,-9.89E-01
2.7562140e-001,-1.61E-02,-1.13E-01,-9.94E-01,-9.94E-01,-9.96E-01
2.7771032e-001,-1.68E-02,-1.07E-01,-9.93E-01,-9.93E-01,-9.94E-01
2.7767800e-001,-1.72E-02,-1.07E-01,-9.92E-01,-9.95E-01,-9.94E-01
2.7684416e-001,-1.71E-02,-1.07E-01,-9.91E-01,-9.95E-01,-9.91E-01
2.7637276e-001,-1.75E-02,-1.10E-01,-9.91E-01,-9.91E-01,-9.91E-01
2.7844563e-001,-1.59E-02,-1.10E-01,-9.90E-01,-9.91E-01,-9.91E-01
2.7776025e-001,-1.62E-02,-1.07E-01,-9.84E-01,-9.90E-01,-9.80E-01
2.8232928e-001,-8.27E-02,-2.16E-01,-1.72E-01,2.0522129e-001,-2.69E-01
2.4740467e-001,-2.34E-02,-1.77E-01,-8.30E-02,2.8198424e-001,-2.66E-01
3.1044252e-001,1.2676721e-002,-1.64E-01,-1.16E-01,2.2224726e-001,-3.49E-01
2.2739380e-001,-1.49E-02,-9.32E-02,-1.64E-01,2.1120849e-001,-2.11E-01
2.6526750e-001,-3.95E-02,-5.56E-02,-1.53E-01,1.3603226e-001,-1.89E-01
3.0239143e-001,-3.30E-02,-1.10E-01,-1.09E-01,1.8340265e-001,-3.07E-01
2.4019883e-001,-7.41E-03,-1.34E-01,-1.01E-01,1.5591989e-001,-2.96E-01
3.1901919e-001,7.8643507e-003,-1.42E-01,-1.40E-01,2.8799102e-002,-3.13E-01
2.6145800e-001,-1.01E-02,-7.42E-02,-1.48E-01,1.2693905e-001,-2.72E-01
2.6625518e-001,-5.90E-02,-7.29E-02,-6.23E-02,1.7076303e-001,-2.40E-01
2.6158255e-001,-7.37E-03,-1.22E-01,-1.30E-01,5.2650395e-002,-2.58E-01
3.0465324e-001,7.1537410e-003,-1.49E-01,-3.00E-01,-8.90E-02,-2.63E-01
3.4843491e-001,-4.00E-03,-1.37E-01,-3.00E-01,-5.47E-02,-3.75E-01
2.5194545e-001,-3.38E-02,-6.42E-02,-2.22E-01,2.1322133e-002,-4.61E-01
2.1551912e-001,-2.50E-02,-1.62E-01,-2.42E-01,6.0534194e-002,-8.83E-02
2.3047214e-001,-1.93E-02,-1.64E-01,-3.44E-02,1.2178719e-001,-2.32E-01
2.7923251e-001,-5.93E-03,-8.14E-02,-2.66E-02,1.0960606e-001,-3.25E-01
3.4690749e-001,-3.29E-03,-1.23E-01,-7.53E-02,5.3926347e-002,-3.42E-01
3.3353808e-001,8.0754701e-003,-1.36E-01,1.5000136e-002,-4.25E-04,-4.21E-01
2.3170297e-001,-3.22E-02,-8.19E-02,5.3293522e-002,9.6630242e-002,-3.38E-01
1.9347461e-001,-7.37E-02,-1.00E-01,-1.36E-02,1.1295554e-001,-2.33E-01
2.7571077e-001,-1.09E-02,-1.50E-01,-9.93E-02,1.3428959e-001,-2.76E-01
2.9814320e-001,1.5004937e-002,-8.71E-02,-4.63E-02,1.2373779e-001,-2.18E-01
2.0292612e-001,-2.19E-02,-7.33E-02,1.1646841e-002,2.2422002e-001,-2.16E-01
2.6237218e-001,-5.22E-02,-1.41E-01,-5.91E-02,3.2508260e-001,-2.68E-01
3.4324127e-001,-3.11E-02,-1.26E-01,-1.39E-01,3.6781782e-001,-2.56E-01
3.1914710e-001,5.0891422e-002,-1.50E-01,-2.21E-01,2.7395664e-001,-2.76E-01
2.6823055e-001,-4.15E-03,-9.45E-02,4.7312327e-001,4.5240296e-001,-1.53E-01
3.6641661e-001,-2.45E-02,-1.26E-01,5.2054517e-001,6.1171950e-001,-1.16E-01
3.0841687e-001,-5.61E-02,-1.28E-01,3.0050316e-001,4.7467928e-001,-1.65E-01
2.1649852e-001,5.0945147e-002,-8.06E-02,2.1035565e-001,2.9976435e-001,-3.12E-01
3.0095383e-001,1.5220453e-002,-1.38E-01,2.6547466e-001,4.1607019e-001,-3.81E-01
2.4723145e-001,-5.29E-02,-7.50E-02,2.5620049e-001,2.6209371e-001,-2.93E-01
3.4158441e-001,-1.91E-02,-6.72E-02,3.7799335e-001,1.0526206e-001,-3.02E-01
2.5263098e-001,-2.62E-02,-1.78E-01,5.5072303e-001,5.0402887e-001,-2.72E-01
2.2624969e-001,3.1301883e-002,-2.09E-01,7.4170950e-001,4.8346969e-001,-3.61E-01
3.3551167e-001,-4.75E-02,-8.93E-02,7.8053562e-001,6.0727084e-001,-1.73E-01
2.8644577e-001,-2.47E-02,-3.66E-02,5.7977766e-001,5.8336997e-001,-1.78E-01
4.8761309e-002,3.1227641e-003,-1.13E-01,6.6717580e-001,4.4761569e-001,-3.06E-01
2.2878026e-001,-5.03E-02,-1.57E-01,8.9992208e-001,6.1072496e-001,-2.12E-01
4.3927066e-001,-4.50E-02,-2.90E-01,7.3545847e-001,8.3739298e-001,-1.25E-01
4.7593491e-002,-1.25E-01,-2.94E-01,-1.87E-01,3.4983809e-002,-2.10E-01
2.8700451e-001,-2.26E-02,-8.86E-02,-2.67E-01,-2.75E-02,-3.75E-01
4.3302630e-001,9.1573866e-003,-1.53E-01,-1.35E-01,1.3367735e-001,-2.73E-01
2.7012685e-001,3.2711104e-002,-1.05E-01,-7.99E-02,6.1254480e-002,-2.31E-01
2.2003281e-001,-3.44E-02,-1.29E-02,-2.31E-01,3.2039921e-002,-3.35E-01
2.3173550e-001,-4.06E-02,-8.24E-02,-2.33E-01,8.8012805e-002,-3.62E-01
2.4739612e-001,-1.76E-03,-1.59E-01,-1.56E-01,-8.13E-02,-4.23E-01
8.1698791e-002,-1.70E-01,-2.96E-01,-8.11E-02,6.1506824e-001,-9.85E-02
2.6720439e-001,2.2917711e-002,-1.68E-01,-1.19E-01,1.0370984e-001,-3.22E-01
3.4144200e-001,4.0802657e-002,-1.06E-01,-5.08E-02,1.8548915e-001,-3.23E-01
2.9723187e-001,-1.83E-02,-1.00E-01,-1.29E-02,2.5556175e-001,-3.52E-01
2.7240045e-001,-5.24E-02,-4.10E-02,-1.29E-01,1.4788819e-001,-3.32E-01
2.8103007e-001,-5.88E-03,-1.45E-01,-7.84E-02,7.2360762e-002,-3.10E-01
3.2176046e-001,-1.81E-02,-1.98E-01,-1.08E-01,-3.60E-02,-4.58E-01
1.5374449e-001,4.6698192e-002,-8.85E-02,5.0835807e-001,1.9229771e-001,-1.77E-01
4.4735625e-001,-3.75E-02,-1.21E-01,5.4047423e-001,6.5324817e-001,-1.72E-01
2.3013530e-001,-8.29E-02,-1.79E-01,5.1245575e-001,6.2680487e-001,-2.77E-01
2.1594905e-001,4.9493766e-002,-1.42E-01,5.7520472e-001,4.6035978e-001,-2.08E-01
4.7741282e-001,-3.24E-02,-1.26E-01,6.1814377e-001,5.8879566e-001,-1.34E-01
1.3729358e-001,-7.08E-02,-1.23E-01,6.1133425e-001,3.1904191e-001,-3.14E-01
1.9220900e-001,6.2190957e-002,-2.20E-01,7.1795476e-001,1.4764176e-001,-2.30E-01
1.2435587e-001,-1.55E-01,-3.94E-01,-1.37E-01,1.1376070e-001,-3.48E-01
2.3027540e-001,-2.10E-02,-8.94E-02,-1.41E-01,2.0833033e-001,-2.62E-01
3.2994279e-001,1.7636977e-002,1.1913021e-002,-1.94E-02,2.4021294e-001,-3.54E-01
3.0045724e-001,-4.20E-03,-8.52E-02,-6.88E-03,1.7994612e-001,-3.36E-01
3.2600588e-001,8.9114523e-003,-1.29E-01,9.5336051e-003,1.6251274e-001,-1.85E-01
2.7406714e-001,-5.49E-03,-1.90E-01,3.4108072e-003,7.4264250e-002,-3.04E-01
1.9084787e-001,-4.24E-02,-9.31E-02,-1.39E-01,1.0241254e-001,-4.14E-01
