,tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z
4734,0.27932984,-0.0165,-0.11
4735,0.27926114,-0.0175,-0.111
4736,0.27784935,-0.0181,-0.111
4737,0.27984726,-0.0176,-0.112
4738,0.2787927,-0.0172,-0.108
4739,0.27752453,-0.0169,-0.106
4740,0.27605537,-0.0171,-0.105
4741,0.2742761,-0.0169,-0.109
4742,0.2769488,-0.0162,-0.109
4743,0.2780224,-0.017,-0.107
4744,0.28063893,-0.022,-0.104
4745,0.25167784,-0.0181,-0.221
4746,0.26957554,-0.00642,-0.145
4747,0.28408295,-0.0193,-0.114
4748,0.2767775,-0.0155,-0.112
4749,0.27830392,-0.017,-0.106
4750,0.2744545,-0.0174,-0.119
4751,0.27575806,-0.0139,-0.109
4752,0.27955216,-0.0129,-0.0945
4753,0.27701434,-0.0134,-0.101
4754,0.28044784,-0.0113,-0.0704
4755,0.282773,-0.0147,-0.0834
4756,0.2740038,-0.0166,-0.134
4757,0.27303064,-0.0134,-0.13
4758,0.2797267,-0.0157,-0.102
4759,0.2800495,-0.0188,-0.0969
4760,0.27563897,-0.0176,-0.112
4761,0.2755695,-0.0171,-0.114
4762,0.27729663,-0.017,-0.11
4763,0.27713832,-0.0173,-0.11
4764,0.27164724,-0.0219,-0.086
4765,0.2637907,-0.0855,-0.0358
4766,0.34226134,-0.0348,-0.114
4767,0.23690107,-0.0176,-0.102
4768,0.26445365,-0.0275,-0.0981
4769,0.26456645,-0.0306,-0.102
4770,0.27162752,-0.0254,-0.104
4771,0.28615123,-0.0184,-0.104
4772,0.269863,-0.0187,-0.105
4773,0.27439153,-0.0223,-0.105
4774,0.2959472,-0.0209,-0.109
4775,0.29034072,-0.0172,-0.11
4776,0.27196628,-0.0175,-0.109
4777,0.27428505,-0.0184,-0.111
4778,0.27051565,-0.0187,-0.107
4779,0.29154807,-0.0158,-0.106
4780,0.27296796,-0.0346,-0.114
4781,0.3056809,-0.0289,-0.094
4782,0.2741105,-0.0243,-0.101
4783,0.28597072,-0.0188,-0.11
4784,0.2805016,-0.0185,-0.105
4785,0.25987908,-0.0194,-0.102
4786,0.29038244,-0.011,-0.119
4787,0.26098043,-0.017,-0.108
4788,0.2606449,-0.0236,-0.1
4789,0.27447867,-0.019,-0.108
4790,0.27275318,-0.0189,-0.104
4791,0.28392297,-0.0183,-0.109
4792,0.284385,-0.0179,-0.106
4793,0.2965082,-0.0158,-0.108
4794,0.2725437,-0.0185,-0.106
4795,0.2742995,-0.0188,-0.107
4796,0.2736859,-0.0166,-0.109
4797,0.2926116,-0.0131,-0.113
4798,0.13105294,-0.0361,-0.178
4799,0.21612345,-0.0219,-0.0703
4800,0.33485755,-0.0179,-0.0815
4801,0.3352014,-0.0417,-0.161
4802,0.23619534,-0.0449,-0.192
4803,0.22792023,-0.0339,-0.0947
4804,0.27135935,0.00034368606,-0.0482
4805,0.2746895,0.006290634,-0.0659
4806,0.30256465,-0.00924,-0.0784
4807,0.30881888,-0.023,-0.112
4808,0.2529103,-0.0292,-0.128
4809,0.25069928,2.7915929e-05,-0.0748
4810,0.25678903,0.005265895,-0.0818
4811,0.2996976,-0.0114,-0.153
4812,0.37946868,-0.0168,-0.123
4813,0.19618648,-0.016,-0.21
4814,0.18791975,-0.0225,-0.114
4815,0.26773608,-0.00971,-0.0958
4816,0.37952137,0.0069220616,-0.0759
4817,0.36947685,0.0011796185,-0.132
4818,0.26272714,-0.00238,-0.179
4819,0.26819375,-0.0127,-0.0937
4820,0.23419257,-0.0384,-0.0535
4821,0.1806231,-0.0214,-0.0573
4822,0.32425746,0.0022561324,-0.0856
4823,0.36111328,-0.0389,-0.162
4824,0.22290061,-0.0518,-0.16
4825,0.19885051,0.0029371844,-0.116
4826,0.2987153,0.0003854616,-0.114
4827,0.30584788,-0.0257,-0.216
4828,0.27506965,0.0079772435,-0.0583
4829,0.38323334,-0.0327,-0.136
4830,0.32145205,-0.0125,-0.0793
4831,0.29369438,-0.0636,-0.182
4832,0.20146823,-0.052,-0.149
4833,0.24680778,0.06258436,-0.00706
4834,0.36772934,-0.0222,-0.0777
4835,0.27089506,-0.083,-0.152
4836,0.25025147,0.016908403,-0.11
4837,0.17812721,-0.0743,-0.294
4838,0.31002024,-0.0284,-0.197
4839,0.30756238,-0.0214,-0.142
4840,0.2619332,-0.042,-0.131
4841,0.27164865,-0.0128,-0.156
4842,0.18205836,-0.0335,-0.175
4843,0.2492503,-0.0575,-0.207
4844,0.31487486,-0.00464,-0.128
4845,0.25613773,0.06500405,-0.0589
4846,0.44189805,-0.0441,-0.122
4847,0.21090882,0.01840848,-0.111
4848,0.19257942,0.022417365,-0.107
4849,0.23564212,-0.0199,-0.114
4850,0.27059466,0.0003716623,-0.0677
4851,0.3835111,-0.0289,-0.112
4852,0.19705375,-0.0355,-0.128
4853,0.162889,0.020296969,-0.0916
4854,0.31611446,-0.00852,-0.108
4855,0.21256773,-0.106,-0.152
4856,0.30686775,-0.0199,-0.0751
4857,0.24346465,-0.0102,-0.12
4858,0.20600984,-0.06,-0.153
4859,0.2538564,-0.0128,-0.066
4860,0.34578115,-0.0244,-0.121
4861,0.2962068,-0.0291,-0.168
4862,0.21466362,0.0062177177,-0.141
4863,0.23870099,0.0067385053,-0.0392
4864,0.33056512,0.008156568,-0.103
4865,0.3899025,-0.0102,-0.134
4866,0.19727625,-0.0435,-0.166
4867,0.11355001,0.033999804,-0.0789
4868,0.26928115,0.01475113,-0.0731
4869,0.33578575,-0.0543,-0.119
4870,0.33421373,-0.0391,-0.0493
4871,0.36119598,-0.00976,-0.123
4872,0.23394278,-0.114,-0.0937
4873,0.40800416,-0.0255,-0.0547
4874,0.24501799,-0.0534,-0.131
4875,0.24971406,-0.0569,-0.131
4876,0.33070827,0.0075610676,-0.0614
4877,0.3189034,-0.012,-0.124
4878,0.23546979,-0.0525,-0.179
4879,0.23331687,-0.0265,-0.0955
4880,0.24251136,-0.0414,-0.24
4881,0.23832744,-0.0374,-0.245
4882,0.2556009,-0.0223,-0.16
4883,0.27474403,-0.0199,-0.113
4884,0.2765362,-0.0193,-0.113
4885,0.2758889,-0.0193,-0.109
4886,0.27554107,-0.0179,-0.113
4887,0.27955458,-0.016,-0.111
4888,0.2954855,-0.00769,-0.0615
4889,0.29125243,-0.00715,-0.0717
4890,0.2706216,-0.0184,-0.128
4891,0.26867077,-0.0237,-0.127
4892,0.27162844,-0.0232,-0.125
4893,0.27539816,-0.0185,-0.112
4894,0.2713789,-0.0174,-0.121
4895,0.27346396,-0.0206,-0.121
4896,0.28692082,-0.0174,-0.0857
4897,0.25852495,-0.0259,-0.135
4898,0.23762856,-0.0297,-0.156
4899,0.30118102,-0.0152,-0.0779
4900,0.2817289,-0.0182,-0.103
4901,0.2681637,-0.0194,-0.121
4902,0.287463,-0.0134,-0.0947
4903,0.30519778,-0.0119,-0.0733
4904,0.30389526,-0.0088,-0.0723
4905,0.2924568,-0.00692,-0.0871
4906,0.26753476,-0.019,-0.123
4907,0.2535451,-0.0253,-0.14
4908,0.2601817,-0.0236,-0.129
4909,0.2774031,-0.0186,-0.109
4910,0.26381657,-0.0235,-0.129
4911,0.26532665,-0.0228,-0.123
4912,0.2959283,-0.00609,-0.0885
4913,0.28448364,-0.00637,-0.107
4914,0.2784982,-0.0129,-0.105
4915,0.14872362,0.07120687,0.13588208
4916,0.27559173,-0.0141,-0.118
4917,0.2819109,-0.0171,-0.115
4918,0.2758881,-0.0168,-0.111
4919,0.27920684,-0.0175,-0.113
4920,0.27574933,-0.0163,-0.108
4921,0.276787,-0.0154,-0.104
4922,0.27512872,-0.0148,-0.103
4923,0.27645427,-0.016,-0.105
4924,0.27866697,-0.0169,-0.11
4925,0.2762307,-0.0176,-0.108
4926,0.27351794,-0.0155,-0.0992
4927,0.27345577,-0.0148,-0.102
4928,0.28184137,-0.0216,-0.113
4929,0.21857548,0.028907496,-0.223
4930,0.26284832,0.011625917,-0.0697
4931,0.29262665,-0.0175,-0.0828
4932,0.27306417,-0.00569,-0.0992
4933,0.27669176,-0.00423,-0.0681
4934,0.2794038,-0.0127,-0.101
4935,0.2789982,-0.0123,-0.0979
4936,0.2783179,-0.016,-0.111
4937,0.27847815,-0.0243,-0.115
4938,0.28269267,-0.114,-0.149
4939,0.27105117,-0.0969,-0.193
4940,0.25146937,0.11197833,0.12501088
4941,0.28934187,0.045433305,-0.0276
4942,0.30314526,-0.069,-0.291
4943,0.2717463,-0.00411,-0.125
4944,0.27369013,-0.00661,-0.117
4945,0.081372604,-0.0461,-0.0521
4946,0.3034463,-0.0296,-0.106
4947,0.26844105,-0.026,-0.0979
4948,0.24761742,-0.0254,-0.0986
4949,0.26514968,-0.0249,-0.0994
4950,0.29485476,-0.0209,-0.105
4951,0.29915905,-0.0181,-0.11
4952,0.28257176,-0.0207,-0.106
4953,0.29847348,-0.0192,-0.105
4954,0.29510364,-0.0181,-0.108
4955,0.2972501,-0.0137,-0.112
4956,0.28932124,-0.0144,-0.112
4957,0.25423092,-0.0198,-0.106
4958,0.2534343,-0.0185,-0.104
4959,0.2648933,-0.0183,-0.106
4960,0.26438427,-0.017,-0.108
4961,0.27318192,-0.019,-0.108
4962,0.29677495,-0.0208,-0.108
4963,0.26583982,-0.017,-0.106
4964,0.28276664,-0.0145,-0.111
4965,0.27908796,-0.0169,-0.109
4966,0.2938543,-0.0184,-0.105
4967,0.3003062,-0.0161,-0.111
4968,0.04019796,-0.0415,-0.0712
4969,0.3455033,-0.0266,-0.108
4970,0.26780325,-0.0285,-0.0946
4971,0.28151062,-0.0236,-0.103
4972,0.28659064,-0.0229,-0.105
4973,0.2854286,-0.0231,-0.107
4974,0.2922958,-0.0182,-0.108
4975,0.30115193,-0.0149,-0.111
4976,0.27928346,-0.0182,-0.107
4977,0.2778192,-0.015,-0.11
4978,0.27646786,-0.016,-0.11
4979,0.27190846,-0.0168,-0.105
4980,0.26486552,-0.0185,-0.107
4981,0.25938755,-0.0197,-0.107
4982,0.2694959,-0.0193,-0.107
4983,0.29459423,-0.0206,-0.108
4984,0.24042702,-0.0573,-0.208
4985,0.24158865,-0.0246,-0.12
4986,0.21142198,-0.031,-0.0981
4987,0.24242328,-0.0213,-0.0869
4988,0.23289803,0.0004323488,-0.0274
4989,0.34162736,-0.000192,-0.0664
4990,0.40554845,-0.0326,-0.116
4991,0.27310142,-0.0352,-0.0991
4992,0.23693974,-0.0213,-0.122
4993,0.25824156,-0.043,-0.153
4994,0.26232705,-0.0114,-0.104
4995,0.24313596,0.02208829,-0.0527
4996,0.27647096,0.0021227205,-0.0879
4997,0.30793563,-0.0183,-0.134
4998,0.27148363,-0.0321,-0.133
4999,0.22999151,-0.05,-0.128
5000,0.3685388,-0.0236,-0.0748
5001,0.31683806,-0.0451,-0.148
5002,0.19436057,-0.00888,-0.0718
5003,0.1965075,0.016571235,-0.0643
5004,0.28951582,6.260394e-05,-0.123
5005,0.31441194,-0.0277,-0.109
5006,0.29488146,-0.0136,-0.0958
5007,0.33680078,0.01052775,-0.0578
5008,0.319514,-0.00282,-0.064
5009,0.26568148,-0.0411,-0.154
5010,0.2571054,-0.0289,-0.149
5011,0.26951492,-0.0301,-0.163
5012,0.2836579,-0.0352,-0.169
5013,0.29215118,0.00933834,0.049582332
5014,0.25367245,-0.039,-0.0467
5015,0.2817633,-0.000281,-0.231
5016,0.26182517,-0.0143,-0.158
5017,0.2986101,-0.0245,-0.0318
5018,0.26903665,0.0061902017,-0.0299
5019,0.29825974,-0.0438,-0.111
5020,0.31009674,-0.0388,-0.155
5021,0.248025,-0.0201,-0.0637
5022,0.49804878,-0.0339,-0.108
5023,0.4495661,-0.0259,-0.0917
5024,0.06932409,-0.00734,-0.162
5025,0.20139663,-0.0212,-0.172
5026,0.35468698,0.0037508435,-0.0697
5027,0.28560987,0.0038231919,-0.0905
5028,0.2648722,-0.0415,-0.0991
5029,0.3194235,-0.0571,-0.0347
5030,0.41869,-0.0161,-0.144
5031,0.44549718,-0.0387,-0.0225
5032,0.22547825,0.009406286,-0.148
5033,0.15385242,0.033191305,-0.0523
5034,0.23496094,-0.0399,-0.043
5035,0.35326162,-0.0218,-0.0899
5036,0.3287428,-0.0143,-0.156
5037,0.32719463,-0.0345,-0.16
5038,0.32012755,-0.0205,-0.059
5039,0.29802218,-0.0403,-0.06
5040,-0.00238,-0.118,-0.162
5041,0.31433302,-0.0246,0.004158488
5042,0.34120223,-0.0545,-0.14
5043,0.12111138,-0.0851,-0.252
5044,0.27185374,-0.0515,-0.133
5045,0.3441188,0.0076122205,-0.0558
5046,0.25681263,0.07855502,-0.107
5047,0.18155134,0.015986403,-0.166
5048,0.17938621,-0.127,-0.305
5049,0.2121282,-0.0602,-0.174
5050,0.24023817,-0.027,-0.108
5051,0.19681045,-0.0257,-0.0878
5052,0.21849327,-0.00782,-0.0937
5053,0.3312363,-0.0288,-0.108
5054,0.25031582,-0.000356,-0.0722
5055,0.2441209,0.025065988,-0.0597
5056,0.30064878,-0.0534,-0.13
5057,0.063685484,-0.119,-0.19
5058,0.13152726,-0.0369,-0.129
5059,0.28651142,-0.0765,-0.0467
5060,0.27026254,-0.0475,-0.0899
5061,0.20503274,-0.0145,-0.115
5062,0.35199183,-0.0571,-0.0477
5063,0.3300057,-0.0271,-0.127
5064,0.23085678,0.035871226,-0.119
5065,0.21178769,0.027421622,-0.0995
5066,0.30485752,-0.0202,-0.107
5067,0.28847554,-0.0187,-0.116
5068,0.27416384,-0.016,-0.113
5069,0.27651283,-0.0153,-0.104
5070,0.27771646,-0.0166,-0.101
5071,0.2720893,-0.0146,-0.098
5072,0.27310738,-0.0128,-0.0939
5073,0.27617097,-0.00757,-0.0966
5074,0.27290282,-0.00778,-0.0999
5075,0.27965295,-0.0273,-0.119
5076,0.28865802,-0.0345,-0.139
5077,0.28571746,-0.0216,-0.122
5078,0.27623016,-0.0117,-0.0998
5079,0.27071598,-0.00918,-0.0946
5080,0.27421814,-0.0192,-0.106
5081,0.27759558,-0.028,-0.114
5082,0.27837226,-0.0183,-0.109
5083,0.27737695,-0.0104,-0.103
5084,0.2796696,-0.017,-0.112
5085,0.28286722,-0.0179,-0.114
5086,0.26985762,0.023327745,-0.0475
5087,0.2759388,-0.0332,-0.116
5088,0.2860166,-0.0172,-0.123
5089,0.2861412,-0.015,-0.119
5090,0.27971673,-0.017,-0.111
5091,0.27550465,-0.0152,-0.105
5092,0.27327493,-0.019,-0.1
5093,0.27539024,-0.0203,-0.106
5094,0.27719882,-0.0136,-0.108
5095,0.27497837,-0.0123,-0.103
5096,0.27653125,-0.0161,-0.105
5097,0.2816801,-0.017,-0.117
5098,0.28022736,-0.0195,-0.114
5099,0.2782825,-0.02,-0.106
5100,0.28095758,-0.0148,-0.112
5101,0.27999613,-0.0213,-0.116
5102,0.27851558,-0.0225,-0.111
5103,0.22681184,0.010453685,-0.162
5104,0.2938118,-0.0342,-0.115
5105,0.27866894,-0.0128,-0.108
5106,0.27980363,-0.018,-0.115
5107,0.27619898,-0.0168,-0.105
5108,0.2832873,-0.0187,-0.108
5109,0.28183863,-0.02,-0.115
5110,0.27980995,-0.0178,-0.108
5111,0.28545174,-0.0167,-0.111
5112,0.27950755,-0.0179,-0.111
5113,0.27795914,-0.0182,-0.11
5114,0.27752435,-0.0175,-0.107
5115,0.28084067,-0.0181,-0.109
5116,0.27998734,-0.0182,-0.111
5117,0.2778878,-0.0182,-0.107
5118,0.2799892,-0.0172,-0.108
5119,0.37244225,-0.0154,-0.264
5120,0.2515596,-0.00192,-0.0789
5121,0.27300096,-0.0153,-0.105
5122,0.27744764,-0.0139,-0.115
5123,0.27616084,-0.0134,-0.11
5124,0.26988527,-0.0121,-0.0972
5125,0.26844344,-0.0133,-0.0966
5126,0.28109878,-0.0178,-0.119
5127,0.2832988,-0.0188,-0.116
5128,0.27758273,-0.0188,-0.11
5129,0.27884984,-0.0175,-0.113
5130,0.2788737,-0.0147,-0.108
5131,0.27545154,-0.0157,-0.106
5132,0.2760048,-0.0172,-0.108
5133,0.2768294,-0.0162,-0.109
5134,0.27936262,-0.0154,-0.111
5135,0.28346178,-0.0193,-0.119
5136,0.27963844,-0.0186,-0.11
5137,-0.504,-0.594,0.26480436
5139,0.50381064,-0.544,-0.296
5140,0.3037684,0.02476752,-0.111
5141,0.1691376,0.6467469,0.067229435
5142,0.63262707,1.0,-0.444
5143,1.0,0.5358199,-0.758
5144,0.692761,0.064792044,-0.509
5145,0.36273795,0.021303978,-0.475
5146,0.48826817,-0.00546,-0.575
5147,0.2565377,-0.0299,-0.0893
5148,-0.412,-0.182,0.85071963
5149,-0.466,-0.618,0.94879496
5150,0.02938717,-0.685,0.29673377
5151,0.24958614,-0.256,-0.103
5152,0.26101804,0.094466925,-0.119
5153,0.45022732,0.44923425,-0.246
5154,0.6802662,0.594513,-0.574
5155,0.16251294,-0.047,0.09125389
5156,0.3688753,-0.027,-0.104
5157,0.25917205,-0.0167,-0.0966
5158,0.2732763,-0.0157,-0.107
5159,0.27191883,-0.0173,-0.109
5160,0.2745473,-0.0193,-0.102
5161,0.28093824,-0.0187,-0.101
5162,0.26932442,-0.018,-0.101
5163,0.2699298,-0.018,-0.104
5164,0.2712906,-0.0181,-0.106
5165,0.27268398,-0.018,-0.104
5166,0.27012458,-0.0184,-0.102
5167,0.2807534,-0.0182,-0.106
5168,0.28626108,-0.0165,-0.11
5169,0.28560877,-0.0173,-0.112
5170,0.30375057,-0.0205,-0.196
5171,0.3175015,-0.024,-0.129
5172,0.3136134,-0.0236,-0.143
5173,0.2260383,-0.0191,-0.0925
5174,0.23351349,-0.0092,-0.0852
5175,0.22679718,-0.0198,-0.105
5176,0.2409267,-0.0128,-0.103
5177,0.28933254,-0.0209,-0.117
5178,0.31336263,-0.0301,-0.107
5179,0.30245897,-0.00179,-0.107
5180,0.3237225,-0.0123,-0.12
5181,0.30992857,-0.0295,-0.112
5182,0.26964536,-0.0224,-0.106
5183,0.28251857,-0.0183,-0.114
5184,0.29280835,-0.0304,-0.117
5185,0.28241616,-0.0331,-0.12
5186,0.25836396,0.0016795929,-0.0924
5187,0.23102571,-0.0185,-0.0854
5188,0.25982636,-0.0221,-0.16
5189,0.338339,-0.0157,-0.286
5190,0.2828427,-0.0198,-0.089
5191,0.27889654,-0.0303,-0.096
5192,0.2848852,-0.00665,-0.115
5193,0.2787163,0.002335333,-0.107
5194,0.26421067,-0.00607,-0.089
5195,0.28679243,-0.0102,-0.0905
5196,0.3064454,-0.02,-0.0922
5197,0.28046483,-0.0217,-0.0901
5198,0.29221833,-0.0263,-0.101
5199,0.30900326,-0.0196,-0.11
5200,0.2837557,-0.00483,-0.119
5201,0.24135421,-0.0363,-0.105
5202,0.27770925,-0.0539,-0.0987
5203,0.3021949,-0.0359,-0.132
5204,0.26883155,-0.00489,-0.118
5205,0.25156206,0.020262215,-0.093
5206,0.26091346,0.02726256,-0.0998
5207,0.22805753,-0.0169,-0.161
5208,0.2712854,-0.0183,-0.113
5209,0.31802398,-0.0527,-0.101
5210,0.38286358,-0.0377,-0.0881
5211,0.22764517,-0.000577,-0.108
5212,0.22428264,-0.019,-0.0733
5213,0.40295503,-0.0392,-0.0625
5214,0.36549667,-0.0128,-0.174
5215,0.31474426,-0.00779,-0.0315
5216,0.3107418,-0.0384,-0.158
5217,0.34817123,-0.0357,-0.119
5218,0.3663866,-0.0233,-0.114
5219,0.29478988,-0.0007,-0.125
5220,0.19400086,0.033690665,-0.13
5221,0.19378202,0.0042875623,-0.143
5222,0.335209,-0.0409,-0.129
5223,0.34623963,-0.0371,-0.101
5224,0.19517945,-0.0524,-0.0373
5225,0.32000908,-0.0327,0.002626591
5226,0.2891828,-0.0492,-0.125
5227,0.20648916,-0.0418,-0.1
5228,0.15471458,-0.0675,-0.107
5229,0.29781896,-0.0444,-0.121
5230,0.43181747,0.03245563,-0.147
5231,0.303269,0.014047691,-0.158
5232,0.26713216,-0.00412,-0.0873
5233,0.23221543,-0.0186,-0.0599
5234,0.12147198,-0.047,-0.111
5235,0.38489458,-0.0165,-0.152
5236,0.297646,-0.0577,-0.348
5237,0.38073477,-0.073,-0.189
5238,0.28596458,-0.0107,-0.0962
5239,0.1824686,-0.052,-0.0346
5240,0.27284232,-0.0299,-0.0546
5241,0.29367438,0.018848808,-0.171
5242,0.32675555,0.0008053133,-0.157
5243,0.254912,-0.0386,-0.035
5244,0.23420277,-0.0594,-0.0565
5245,0.29177988,-0.013,-0.185
5246,0.36647445,-0.000889,-0.231
5247,0.2610193,-0.0283,-0.115
5248,0.2551672,-0.0962,-0.017
5249,0.27204445,0.012494784,-0.134
5250,0.3307943,-0.00654,-0.251
5251,0.2751051,-0.0919,-0.0428
5252,0.24851723,0.0009293614,-0.118
5253,0.3818095,0.014971183,-0.3
5254,0.22836189,-0.0485,-0.111
5255,0.19927482,-0.0158,0.06871247
5256,0.2877656,-0.00733,-0.0933
5257,0.35836568,-0.019,-0.304
5258,0.40041795,-0.0328,-0.143
5259,0.26227632,-0.0337,-0.391
5260,0.3447489,-0.0424,-0.172
5261,0.3428914,-0.00465,-0.112
5262,0.21932217,-0.0658,-0.0387
5263,0.20253111,-0.033,-0.0547
5264,0.37549493,0.027352994,-0.201
5265,0.28810495,-0.0347,-0.145
5266,0.19088975,-0.0432,-0.0147
5267,0.26607704,-0.0228,-0.114
5268,0.32176113,-0.0395,-0.184
5269,0.28209645,-0.0221,-0.116
5270,0.22443776,0.02060728,0.018692035
5271,0.22427255,-0.000686,0.055248827
5272,0.29807606,-0.0265,-0.208
5273,0.2883013,-0.0057,-0.105
5274,0.2780142,-0.0219,-0.112
5275,0.27840653,-0.0138,-0.115
5276,0.2759015,-0.000989,-0.0905
5277,0.2776814,-0.0188,-0.111
5278,0.27986842,-0.0282,-0.122
5279,0.277452,-0.0186,-0.108
5280,0.276759,-0.0184,-0.108
5281,0.27743375,-0.0166,-0.11
5282,0.28078496,-0.014,-0.108
5283,0.27771205,-0.0148,-0.109
5284,0.2738185,-0.0184,-0.108
5285,0.27564028,-0.0223,-0.111
5286,0.27863246,-0.0179,-0.111
5287,0.28024137,-0.0126,-0.106
5288,0.27721214,-0.0173,-0.105
5289,0.27601188,-0.0157,-0.103
5290,0.2749389,-0.0202,-0.115
5291,0.2818431,-0.0136,-0.13
5292,0.27656567,-0.0183,-0.114
5293,0.27566984,-0.0155,-0.0881
5294,0.2801974,-0.0136,-0.0949
5295,0.2769665,-0.0183,-0.117
5296,0.27602625,-0.0205,-0.114
5297,0.28045034,-0.00815,-0.103
5298,0.2830293,-0.00573,-0.117
5299,0.27755117,-0.0218,-0.125
5300,0.27627566,-0.0227,-0.11
5301,0.27799466,-0.02,-0.112
5302,0.27322197,-0.0223,-0.113
5303,0.27613473,-0.0216,-0.107
5304,0.2782167,-0.015,-0.11
5305,0.28130582,-0.00451,-0.104
5306,0.28171593,-0.00814,-0.0947
5307,0.27541015,-0.0218,-0.103
5308,0.2823465,0.07446657,-0.0504
5309,0.2851151,-0.0951,-0.106
5310,0.28379732,-0.0299,-0.107
5311,0.2769593,-0.00788,-0.12
5312,0.27662888,-0.00884,-0.103
5313,0.27688,-0.0163,-0.103
5314,0.27634543,-0.0163,-0.111
5315,0.2788965,-0.0168,-0.113
5316,0.27778912,-0.0125,-0.105
5317,0.27329102,-0.0101,-0.0922
5318,0.27592117,-0.0166,-0.105
5319,0.27974045,-0.0165,-0.121
5320,0.27758017,-0.0202,-0.12
5321,0.27921137,-0.0202,-0.104
5322,0.2784505,-0.0139,-0.0966
5323,0.27676645,-0.0179,-0.108
5324,0.286026,-0.0216,-0.0619
5325,0.2701394,0.03076707,-0.0779
5326,0.27889055,-0.0188,-0.112
5327,0.27747446,-0.0144,-0.104
5328,0.27343866,-0.0104,-0.109
5329,0.2760227,-0.0139,-0.113
5330,0.27614194,-0.0123,-0.109
5331,0.27678615,-0.0113,-0.108
5332,0.277574,-0.013,-0.1
5333,0.2745706,-0.0126,-0.0985
5334,0.27542353,-0.0141,-0.106
5335,0.27811095,-0.016,-0.105
5336,0.2762956,-0.0133,-0.103
5337,0.2774574,-0.0153,-0.112
5338,0.27635384,-0.0139,-0.105
5339,0.22364645,-0.0158,-0.0795
5340,0.37551782,-0.00838,-0.142
5341,0.2388299,-0.0187,-0.0918
5342,0.23411343,-0.0299,-0.0728
5343,0.28871202,-0.0268,-0.0911
5344,0.29384983,-0.0171,-0.111
5345,0.19866526,-0.0255,-0.081
5346,-0.179,-0.202,0.1854162
5347,-0.318,-0.485,0.35298005
5348,0.11323824,-0.519,0.09878962
5349,0.27680057,-0.449,-0.189
5350,0.21148148,-0.378,-0.31
5351,0.21626753,-0.0817,-0.156
5352,0.22451457,0.2248489,0.044149276
5353,0.2442637,0.35958737,0.024302222
5354,0.3153141,0.34350094,-0.0979
5355,0.47740212,0.35961923,-0.263
5356,0.54386866,0.3732927,-0.428
5357,0.44870603,0.23820432,-0.482
5358,0.4536017,0.11946505,-0.418
5359,0.5638065,0.0474315,-0.347
5360,-0.00887,-0.071,0.25956497
5361,0.3241046,0.01856079,-0.259
5362,0.40038285,0.053103343,-0.454
5363,0.43241128,0.019965604,-0.826
5364,0.3258736,-0.086,-0.926
5365,0.2497996,-0.0909,-0.469
5366,0.2666521,-0.0196,-0.0988
5367,0.2830814,-0.00438,-0.0751
5368,0.20263694,0.062564015,0.37553915
5369,-0.108,0.013311548,1.0
5370,-0.108,-0.135,0.719094
5371,0.2096332,-0.104,0.08968393
5372,0.2828946,-0.0202,-0.107
5373,0.26575634,-0.000505,-0.132
5374,0.20294352,-0.0629,-0.0158
5375,0.20537858,-0.0806,0.010700063
5376,0.27005935,0.022794824,-0.175
5377,0.2613813,0.05257802,-0.237
5378,0.29588118,0.03052496,-0.227
5379,0.23361363,-0.0535,-0.0663
5380,0.2835756,-0.0266,-0.121
5381,0.2838033,-0.00434,-0.0993
5382,0.27544588,-0.014,-0.112
5383,0.29265198,-0.0322,-0.111
5384,0.28730205,-0.063,-0.118
5385,0.24401838,-0.00417,-0.0372
5386,0.26575953,0.031429607,-0.0695
5387,0.33852077,-0.00388,-0.181
5388,0.32199603,-0.0207,-0.158
5389,0.29348904,-0.0368,-0.127
5390,0.29394597,-0.0183,-0.12
5391,0.2847906,-0.0182,-0.107
5392,0.26897693,-0.0371,-0.0893
5393,0.25743234,-0.00883,-0.106
5394,0.27918065,0.008722358,-0.115
5395,0.27441555,-0.0046,-0.0934
5396,0.22709867,-0.0355,-0.0848
5397,0.23086081,-0.0345,-0.0928
5398,0.28939942,-0.0209,-0.119
5399,0.29439878,-0.0456,-0.117
5400,0.31312728,-0.0594,-0.118
5401,0.27857378,0.002625471,-0.125
5402,0.2422799,-0.0107,-0.0842
5403,0.21385077,-0.0291,-0.066
5404,0.2534611,-0.0141,-0.0701
5405,0.31169176,-0.00161,-0.0856
5406,0.3208302,-0.00508,-0.0932
5407,0.28912014,-0.00488,-0.0967
5408,0.30273506,-0.0243,-0.0814
5409,0.29145002,-0.0332,-0.1
5410,0.26131546,-0.0264,-0.129
5411,0.2670192,-0.0256,-0.118
5412,0.27228558,-0.0307,-0.117
5413,0.27399415,-0.0252,-0.132
5414,0.26302564,-0.0179,-0.0944
5415,0.28532496,0.026691321,-0.071
5416,0.2789302,-0.00209,-0.0759
5417,0.30528975,-0.042,-0.0693
5418,0.41062778,-0.0792,-0.133
5419,0.32002887,-0.0113,-0.16
5420,0.17944734,0.0006219121,-0.131
5421,0.38458803,-0.0274,-0.0559
5422,0.27642468,-0.0147,-0.101
5423,0.2365909,-0.0453,-0.116
5424,0.40336323,-0.0355,-0.0717
5425,0.29594207,-0.0252,-0.117
5426,0.39312217,-0.00742,-0.0123
